667,ttf
700,t+
800,t+
1000,t+
1000,t+
1124,ttf
1246,ttf
1300,t+
1348,ttf
1478,ttf
1500,t+
1500,t+
1642,ttf
1745,ttf
1945,ttf
1974,ttf
2056,ttf
2128,ttf
2461,ttf
2489,ttf
2497,ttf
2500,t+
2500,t+
2674,ttf
2687,ttf
2756,ttf
2785,ttf
2894,ttf
3097,ttf
3467,ttf
